word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,text_2.stopped,ins_.started,text_4.started,ins_.stopped,text_4.stopped,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,dist.stopped,key_resp.started,key_resp.stopped,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Laal,blue,Red,yellow,y,,,,,1,1,17,1,,,,,,,,,,,372.27274639999996,372.77267519999987,372.77267519999987,373.77271239999936,373.77271239999936,375.27261050000016,375.27261050000016,,b,0,1.147025099999155,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,1,2,18,2,,,,,,,,,,,376.43909039999926,376.93952849999914,376.93952849999914,377.93950229999973,377.93950229999973,379.4395380999995,379.4395380999995,382.4396890000007,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,1,3,19,3,,,,,,,,,,,382.4396890000007,382.9395478000006,382.9395478000006,383.93949930000053,383.93949930000053,385.43955189999906,385.43955189999906,388.4397052000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,1,4,20,4,,,,,,,,,,,388.4397052000004,388.93963769999937,388.93963769999937,389.93954549999944,389.93954549999944,391.4398383000007,391.4398383000007,394.4397862000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,red,Blue,orange,o,,,,,1,5,21,5,,,,,,,,,,,394.4397862000005,394.93994399999974,394.93994399999974,395.9231736999991,395.9231736999991,397.42317619999994,397.42317619999994,,y,0,0.951935199998843,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,1,6,22,6,,,,,,,,,,,398.406209499999,398.9066158000005,398.9066158000005,399.90649940000003,399.90649940000003,401.4065026999997,401.4065026999997,,r,1,0.574789199999941,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,1,7,23,7,,,,,,,,,,,402.00762699999905,402.50666289999936,402.50666289999936,403.50652049999917,403.50652049999917,405.0064356999992,405.0064356999992,,y,1,0.25144319999890286,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,red,kesari,red,r,,,,,1,8,24,8,,,,,,,,,,,405.2900246999998,405.79003399999965,405.79003399999965,406.79010460000063,406.79010460000063,408.29007269999966,408.29007269999966,,r,1,0.9425720999988698,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,1,9,25,9,,,,,,,,,,,409.25676009999916,409.75659429999905,409.75659429999905,410.7567096999992,410.7567096999992,412.25666719999936,412.25666719999936,,y,0,1.122263599998405,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,1,10,26,10,,,,,,,,,,,413.4068260999993,413.9067348999997,413.9067348999997,414.90680690000045,414.90680690000045,416.4067350999994,416.4067350999994,419.40685940000003,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,1,11,27,11,,,,,,,,,,,419.40685940000003,419.9067804999995,419.9067804999995,420.90680839999914,420.90680839999914,422.4067309999991,422.4067309999991,425.4068561999993,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,1,12,28,12,,,,,,,,,,,425.4068561999993,425.90693699999974,425.90693699999974,426.90699610000047,426.90699610000047,428.4068772999999,428.4068772999999,431.4068294000008,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,1,13,29,13,,,,,,,,,,,431.4068294000008,431.9070835000002,431.9070835000002,432.9071086999993,432.9071086999993,434.4069577999999,434.4069577999999,,y,0,0.9040282999976625,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,1,14,30,14,,,,,,,,,,,435.3405949000007,435.8405203000002,435.8405203000002,436.8403111000007,436.8403111000007,438.3404812000008,438.3404812000008,441.3407251999997,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,1,15,31,15,,,,,,,,,,,441.3407251999997,441.8403509,441.8403509,442.8406546999995,442.8406546999995,444.34235889999945,444.34235889999945,,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,2,0,32,0,,,,,,,,,,,447.3572968999997,447.8405361999994,447.8571269999993,448.840516799999,448.840516799999,450.3405645999992,450.3405645999992,,o,0,0.43257599999924423,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Laal,blue,Red,yellow,y,,,,,2,1,33,1,,,,,,,,,,,450.7903850999992,451.2907847000006,451.2907847000006,452.29063719999976,452.29063719999976,453.7907885000004,453.7907885000004,,y,1,0.08122229999935371,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,2,2,34,2,,,,,,,,,,,453.8908893000007,454.39075290000073,454.39075290000073,455.39086730000054,455.39086730000054,456.89088339999944,456.89088339999944,,o,1,0.1317639999997482,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,2,3,35,3,,,,,,,,,,,457.0406879000002,457.540783299999,457.540783299999,458.5407027000001,458.5407027000001,460.0409199000005,460.0409199000005,,b,1,0.6881995999992796,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,2,4,36,4,,,,,,,,,,,460.7573702999998,461.2575452000001,461.2575452000001,462.25760190000074,462.25760190000074,463.7573596000002,463.7573596000002,466.7615628000003,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,red,Blue,orange,o,,,,,2,5,37,5,,,,,,,,,,,466.7615628000003,467.2578668999995,467.2742808999992,468.2576640999996,468.2576640999996,469.7575202000007,469.7575202000007,472.75769670000045,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,2,6,38,6,,,,,,,,,,,472.75769670000045,473.2578613000005,473.2578613000005,474.2576341999993,474.2576341999993,475.75766979999935,475.75766979999935,478.7578555,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,2,7,39,7,,,,,,,,,,,478.7578555,479.2578733999999,479.2578733999999,480.2578102000007,480.2578102000007,481.7577817000001,481.7411032,484.74121190000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,red,kesari,red,r,,,,,2,8,40,8,,,,,,,,,,,484.74121190000005,485.2413925000001,485.2413925000001,486.24125789999925,486.24125789999925,487.74116630000026,487.74116630000026,490.7412473000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,2,9,41,9,,,,,,,,,,,490.7412473000004,491.2411534999992,491.2411534999992,492.24125690000074,492.24125690000074,493.7414907000002,493.7414907000002,496.74145060000046,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,2,10,42,10,,,,,,,,,,,496.74145060000046,497.24138519999906,497.24138519999906,498.24150799999916,498.24150799999916,499.74142089999987,499.74142089999987,502.74139599999944,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,2,11,43,11,,,,,,,,,,,502.74139599999944,503.2415259999998,503.2415259999998,504.24158739999984,504.24158739999984,505.74140199999965,505.74140199999965,508.7415263999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,2,12,44,12,,,,,,,,,,,508.7415263999992,509.2416097999994,509.2416097999994,510.2416487999999,510.2416487999999,511.74158139999963,511.74158139999963,514.7418343999998,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,2,13,45,13,,,,,,,,,,,514.7418343999998,515.2415548000008,515.2415548000008,516.2418756000006,516.2418756000006,517.7417604999991,517.7417604999991,520.741806,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,2,14,46,14,,,,,,,,,,,520.741806,521.2418438000004,521.2418438000004,522.2417734999999,522.2417734999999,523.7418737999997,523.7418737999997,526.7417860999994,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,2,15,47,15,,,,,,,,,,,526.7417860999994,527.2419405,527.2419405,528.2418338999996,528.2418338999996,529.7418089000003,529.7418089000003,532.7420760000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,3,0,48,0,,,,,,,,,,,532.7420760000005,533.2419508000003,533.2419508000003,534.241954699999,534.241954699999,535.7421704999997,535.7421704999997,538.7420493999998,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Laal,blue,Red,yellow,y,,,,,3,1,49,1,,,,,,,,,,,538.7420493999998,539.242060999999,539.242060999999,540.2421443000003,540.2421443000003,541.7420769,541.7420769,544.7421672,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,3,2,50,2,,,,,,,,,,,544.7421672,545.2423455999997,545.2423455999997,546.2421553999993,546.2421553999993,547.7421336000007,547.7421336000007,,o,1,0.3737638999991759,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,3,3,51,3,,,,,,,,,,,548.1425001000007,548.6425065000003,548.6425065000003,549.6423916000003,549.6423916000003,551.1421984000008,551.1421984000008,554.1421969999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,3,4,52,4,,,,,,,,,,,554.1421969999992,554.6424564000008,554.6424564000008,555.6423976000005,555.6423976000005,557.1423723999997,557.1423723999997,,b,1,0.3824665999982244,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,red,Blue,orange,o,,,,,3,5,53,5,,,,,,,,,,,557.5426459999999,558.0260006999997,558.0429174000001,559.0260892999995,559.0260892999995,560.5257383000007,560.5424538000007,,o,1,0.04232909999882395,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,3,6,54,6,,,,,,,,,,,560.6113253000003,561.1092523000007,561.1257734999999,562.1091032999993,562.1091032999993,563.6092590000007,563.6092590000007,,r,1,0.5381532999999763,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,3,7,55,7,,,,,,,,,,,564.1757142000006,564.6758936000006,564.6758936000006,565.6757393999997,565.6757393999997,567.1759674999994,567.1759674999994,,y,1,0.5900821999985055,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,red,kesari,red,r,,,,,3,8,56,8,,,,,,,,,,,567.7925147999995,568.2924951999994,568.2924951999994,569.2925438000002,569.2925438000002,570.7926153999997,570.7926153999997,,r,1,0.8459851999996317,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,3,9,57,9,,,,,,,,,,,571.6592994999992,572.1594442000005,572.1594442000005,573.1594791000007,573.1594791000007,574.6592829000001,574.6592829000001,,o,1,1.0193830000007438,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,3,10,58,10,,,,,,,,,,,575.7097833999997,576.2097113,576.2097113,577.2093844999999,577.2093844999999,578.709347,578.709347,,y,1,0.5776564000007056,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,3,11,59,11,,,,,,,,,,,579.3094977000001,579.8095515000005,579.8095515000005,580.8095665000001,580.8095665000001,582.3094930999996,582.3094930999996,,b,1,0.5669044999995094,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,3,12,60,12,,,,,,,,,,,582.8928723999998,583.3927772000006,583.3927772000006,584.3929017999999,584.3929017999999,585.8928044000004,585.8928044000004,,o,0,2.345156399998814,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,3,13,61,13,,,,,,,,,,,588.2711720999996,588.7595760000004,588.7762115999994,589.759575,589.759575,591.2596393999993,591.2596393999993,,o,1,1.409899599999335,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,3,14,62,14,,,,,,,,,,,592.6938551999992,593.1930197000001,593.1930197000001,594.1930854000002,594.1930854000002,595.6931471000007,595.6931471000007,,y,1,0.36753870000029565,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,3,15,63,15,,,,,,,,,,,596.0943535000006,596.5931347999995,596.6096861999995,597.5931268000004,597.5931268000004,599.0929656999997,599.0929656999997,,b,1,1.0846166999999696,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,,,,,0,0,0,9,,,,,,,600.2139891999996,600.7098062999994,600.7264625999996,601.7097618999996,601.7097618999996,603.2098043999995,603.2098043999995,,o,1,0.6377163999986806,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,,,,,0,1,1,6,,,,,,,603.8765528999993,604.3764790000005,604.3764790000005,605.3764484000003,605.3764484000003,606.8764606999994,606.8764606999994,,r,1,1.8090416999984882,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,,,,,0,2,2,0,,,,,,,608.7098693999997,609.2098752999991,609.2098752999991,610.2101266999998,610.2101266999998,611.7099615000006,611.7099615000006,,r,1,0.1357348000001366,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,,,,,0,3,3,6,,,,,,,611.8766402000001,612.3767430000007,612.3767430000007,613.3766034,613.3766034,614.8763273000004,614.8763273000004,617.8766940000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,4,4,14,,,,,,,617.8766940000005,618.3766596999994,618.3766596999994,619.3767518000004,619.3767518000004,620.8767055000008,620.8767055000008,623.8767432000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,,,,,0,5,5,9,,,,,,,623.8767432000004,624.3770829000005,624.3770829000005,625.3769014999998,625.3769014999998,626.8768990000008,626.8768990000008,629.8768796000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,,,,,0,6,6,0,,,,,,,629.8768796000004,630.3769317999995,630.3769317999995,631.3769162000008,631.3769162000008,632.876983099999,632.876983099999,635.8768997000006,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Laal,blue,Red,yellow,y,,,,,,,,,0,7,7,1,,,,,,,635.8768997000006,636.3771631,636.3771631,637.3766892000003,637.3766892000003,638.8771546999997,638.8771546999997,,y,1,1.7573846999985108,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,,,,,0,8,8,7,,,,,,,640.6603639999994,641.1606083999995,641.1606083999995,642.1606202999992,642.1606202999992,643.6603066000007,643.6603066000007,646.6604071000002,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Laal,blue,Red,yellow,y,,,,,,,,,0,9,9,1,,,,,,,646.6604071000002,647.1604568999992,647.1604568999992,648.1604353999992,648.1604353999992,649.6606677,649.6606677,652.6605103000002,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,,,,,0,10,10,4,,,,,,,652.6605103000002,653.1605172,653.1605172,654.1605328000005,654.1605328000005,655.6606057000008,655.6606057000008,658.660726099999,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,,,,,0,11,11,4,,,,,,,658.660726099999,659.1607356999993,659.1607356999993,660.1607495999997,660.1607495999997,661.6607518000001,661.6441598000001,,b,1,0.6078513999982533,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,,,,,0,12,12,13,,,,,,,662.2773959000006,662.7775380000003,662.7775380000003,663.7773988000008,663.7773988000008,665.2773378999991,665.2773378999991,,o,1,0.9847302999987733,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,,,,,0,13,13,7,,,,,,,666.2940978000006,666.7938207000007,666.7938207000007,667.7940830999996,667.7940830999996,669.2941807999996,669.2941807999996,,y,1,1.6392527999996673,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,14,14,14,,,,,,,670.9609084000003,671.4609261999994,671.4609261999994,672.4609282000001,672.4609282000001,673.9610811000002,673.9610811000002,,y,1,1.0599458999986382,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,,,,,0,15,15,12,,,,,,,675.0443083999999,675.5442679999996,675.5442679999996,676.5442844999998,676.5442844999998,678.0441623000006,678.0441623000006,,r,1,1.1012640000008105,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,,,,,1,0,16,11,,,,,,,679.1777889000005,679.6778580999999,679.6778580999999,680.6777679000006,680.6777679000006,682.1777345999999,682.1777345999999,685.1776972000007,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,,,,,1,1,17,12,,,,,,,685.1776972000007,685.6777340999997,685.6777340999997,686.6777017000004,686.6777017000004,688.1778068000003,688.1778068000003,691.1780471999991,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,,,,,1,2,18,15,,,,,,,691.1780471999991,691.6777199000007,691.6777199000007,692.6778544000008,692.6778544000008,694.1779217999992,694.1779217999992,,b,1,0.3803454999997484,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,red,Pila,yellow,r,,,,,,,,,1,3,19,12,,,,,,,694.5778398000002,695.0778377999995,695.0778377999995,696.0780075999992,696.0780075999992,697.5781277999995,697.5781277999995,,r,1,0.8350802999993903,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,,,,,1,4,20,0,,,,,,,698.4448849,698.9447020999996,698.9447020999996,699.9446267999992,699.9446267999992,701.4447132000005,701.4447132000005,,r,1,0.7900018999989697,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,,,,,1,5,21,3,,,,,,,702.2614732999991,702.7612957000001,702.7612957000001,703.7616077999992,703.7616077999992,705.2614286000007,705.2614286000007,708.2617011999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,,,,,1,6,22,4,,,,,,,708.2617011999992,708.7614881999998,708.7614881999998,709.7617112999997,709.7617112999997,711.2615748000007,711.2615748000007,714.2615191000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,red,kesari,red,r,,,,,,,,,1,7,23,8,,,,,,,714.2615191000004,714.7616113999993,714.7616113999993,715.7615791000007,715.7615791000007,717.2616247999995,717.2616247999995,720.2616491000008,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,,,,,1,8,24,13,,,,,,,720.2616491000008,720.7615253000004,720.7615253000004,721.7616321000005,721.7616321000005,723.2617348000003,723.2617348000003,726.2616935999995,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,blue,Orange,orange,o,,,,,,,,,1,9,25,9,,,,,,,726.2616935999995,726.7618550000007,726.7618550000007,727.7451163999995,727.7451163999995,729.2447424000002,729.2614386999994,,o,1,0.007627200000570156,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,,,,,1,10,26,15,,,,,,,729.2948245000007,729.7785339999991,729.7950808000005,730.7785437999992,730.7785437999992,732.2785655999996,732.2785655999996,,b,1,0.06950660000075004,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,,,,,1,11,27,3,,,,,,,732.3785004999991,732.8784828999997,732.8784828999997,733.8784047999998,733.8784047999998,735.3784718000006,735.3784718000006,738.378598199999,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,blue,Nila,red,b,,,,,,,,,1,12,28,4,,,,,,,738.378598199999,738.8788361999996,738.8788361999996,739.8786067000001,739.8786067000001,741.378718599999,741.378718599999,,b,1,0.32240139999885287,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,,,,,1,13,29,2,,,,,,,741.728892699999,742.2287331000007,742.2287331000007,743.2286413000002,743.2286413000002,744.7286774000004,744.7286774000004,747.7289548999997,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,,,,,1,14,30,7,,,,,,,747.7289548999997,748.2289266000007,748.2289266000007,749.2289861999998,749.2289861999998,750.7287462000004,750.7287462000004,753.7289321000007,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,,,,,1,15,31,10,,,,,,,753.7289321000007,754.2288024999998,754.2288024999998,755.2288576999999,755.2288576999999,756.7290169000007,756.7290169000007,759.7289662999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,,,,,2,0,32,14,,,,,,,759.7289662999992,760.2290486999991,760.2290486999991,761.2286968000008,761.2286968000008,762.7287300999997,762.7287300999997,765.7325001999998,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,orange,Blue,yellow,y,,,,,,,,,2,1,33,7,,,,,,,765.7325001999998,766.2288418999997,766.2455238000002,767.2289137000007,767.2289137000007,768.7288934999997,768.7288934999997,771.7288492000007,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,blue,Laal,yellow,b,,,,,,,,,2,2,34,3,,,,,,,771.7288492000007,772.2292116999997,772.2292116999997,773.212590699999,773.212590699999,774.7125323,774.7125323,,b,1,1.6165961999977299,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,red,kesari,red,r,,,,,,,,,2,3,35,8,,,,,,,776.3460797999996,776.8456403,776.8456403,777.8461246000006,777.8461246000006,779.3459626999993,779.3459626999993,,r,1,0.7746570999988762,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
