word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,text_2.stopped,text_4.started,text_4.stopped,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,key_resp.started,dist.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Blue,blue,Nila,red,b,,,,,1,4,20,4,,,,,,,,,506.84401219998836,507.3261315999989,507.3592869999993,508.3401362000004,508.3401362000004,509.83603979999316,509.8528077999945,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,red,Blue,orange,o,,,,,1,5,21,5,,,,,,,,,512.84400859999,513.3258539999952,513.3591243999981,514.3399552999908,514.3399552999908,515.8360463999998,515.8525007999997,,o,1,2.11548269999912,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,1,6,22,6,,,,,,,,,517.9806948999903,518.4792075000005,518.4957515999995,519.4765004999936,519.4765004999936,520.9723437999928,520.9891121999972,523.9808006999956,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,orange,Blue,yellow,y,,,,,1,7,23,7,,,,,,,,,523.9808006999956,524.4795728999889,524.4960928999935,525.4767730999883,525.4767730999883,526.972589699988,526.9890786999895,529.9808730999939,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,1,8,24,8,,,,,,,,,529.9808730999939,530.4798481999896,530.4963698999927,531.4769913999917,531.4769913999917,532.9729546999879,532.9897018999909,535.9813358999963,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,1,9,25,9,,,,,,,,,535.9813358999963,536.4801432999957,536.496790899997,537.477687599996,537.477687599996,538.973470500001,538.9898404999985,541.9819947999931,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,yellow,Kesari,blue,y,,,,,1,10,26,10,,,,,,,,,541.9819947999931,542.4804778999969,542.4972651999997,543.4781524999999,543.4781524999999,544.9737961999926,544.9905143999931,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,orange,Orange,blue,b,,,,,1,11,27,11,,,,,,,,,547.9821264999919,548.480797199998,548.4975335999916,549.4780708999897,549.4780708999897,550.9740139999922,550.9910600000003,,b,1,0.41304679999302607,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,red,Pila,yellow,r,,,,,1,12,28,12,,,,,,,,,551.4086465,551.9049560999993,551.9215063999873,552.9021833000006,552.9021833000006,554.3982854999922,554.4148470999935,557.4063979999919,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,blue,Yellow,orange,o,,,,,1,13,29,13,,,,,,,,,557.4063979999919,557.9053698999924,557.9053698999924,558.902566299992,558.902566299992,560.3986141999922,560.4150915999926,,o,1,0.237659899998107,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,1,14,30,14,,,,,,,,,560.6657968999934,561.1627511999977,561.1798235999886,562.1601778999902,562.1601778999902,563.6562637999887,563.6729180999973,566.6647890999884,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,orange,Yellow,blue,b,,,,,1,15,31,15,,,,,,,,,566.6647890999884,567.1634147000004,567.1800178999983,568.1606237999949,568.1606237999949,569.656803299993,569.6735171999899,572.6650029000011,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,red,Laal,orange,r,,,,,2,0,32,0,,,,,,,,,572.6650029000011,573.1639284999983,573.1639284999983,574.161042599997,574.161042599997,575.657143199991,575.6735908999981,578.6651920000004,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Laal,blue,Red,yellow,y,,,,,2,1,33,1,,,,,,,,,578.6651920000004,579.1640882999927,579.180801999988,580.1611792999902,580.1611792999902,581.6574681999919,581.6738638999959,584.6658038999885,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,orange,Laal,red,o,,,,,2,2,34,2,,,,,,,,,584.6658038999885,585.1647339999909,585.1812158999965,586.1618977999897,586.1618977999897,587.6578164999955,587.674197100001,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,blue,Laal,yellow,b,,,,,2,3,35,3,,,,,,,,,590.6661252999911,591.1480174999888,591.1818780999893,592.1620903000003,592.1620903000003,593.6579494999896,593.6746327000001,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,blue,Nila,red,b,,,,,2,4,36,4,,,,,,,,,596.6658573999885,597.1651966999925,597.1651966999925,598.162067199999,598.162067199999,599.6586130999931,599.6753081999923,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,red,Blue,orange,o,,,,,2,5,37,5,,,,,,,,,602.6669066999893,603.1492456999986,603.1824006999959,604.1629337999912,604.1629337999912,605.6587375999952,605.6755436999956,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,2,6,38,6,,,,,,,,,608.6675007999875,609.1492216999904,609.1828518999973,610.1630485999922,610.1630485999922,611.6590643999953,611.6759566999972,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,orange,Blue,yellow,y,,,,,2,7,39,7,,,,,,,,,614.6679855999973,615.1498312999902,615.1829408999911,616.1636927999934,616.1636927999934,617.659656399992,617.6760786999948,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,2,8,40,8,,,,,,,,,620.6677455999888,621.1500727999955,621.1835107999941,622.164143499991,622.164143499991,623.6597683,623.6764720999927,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,2,9,41,9,,,,,,,,,626.6686833999993,627.1503072999913,627.183567,628.1640378000011,628.1640378000011,629.6600283000007,629.676750300001,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,yellow,Kesari,blue,y,,,,,2,10,42,10,,,,,,,,,632.6694955999992,633.1504518000002,633.1838056999986,634.1644092999923,634.1644092999923,635.6603493000002,635.6768808999914,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,orange,Orange,blue,b,,,,,2,11,43,11,,,,,,,,,638.6709229999979,639.150908999989,639.18418869999,640.1648661999934,640.1648661999934,641.6608284999966,641.6776167999924,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,red,Pila,yellow,r,,,,,2,12,44,12,,,,,,,,,644.6693899999955,645.1510377999948,645.184562800001,646.1650493999914,646.1650493999914,647.6608564999915,647.6774450999947,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,blue,Yellow,orange,o,,,,,2,13,45,13,,,,,,,,,650.6692387999938,651.1515987999883,651.1848163999966,652.1490153999912,652.1490153999912,653.6613609999913,653.6613609999913,,o,1,0.5205881000001682,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,2,14,46,14,,,,,,,,,654.2101338999928,654.7083741999959,654.7250728999934,655.7062595999887,655.7062595999887,657.2018982000009,657.2186318999884,660.210608399997,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,orange,Yellow,blue,b,,,,,2,15,47,15,,,,,,,,,660.210608399997,660.7090195999917,660.7256928999996,661.705956699996,661.705956699996,663.2020741000015,663.2183013999893,666.2106764999917,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,red,Laal,orange,r,,,,,3,0,48,0,,,,,,,,,666.2106764999917,666.7090266999876,666.7257300999918,667.7063120999956,667.7063120999956,669.2025979999889,669.2192935999919,672.2113196999999,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Laal,blue,Red,yellow,y,,,,,3,1,49,1,,,,,,,,,672.2113196999999,672.7096897999872,672.7261637999909,673.7068485999916,673.7068485999916,675.2030562,675.2199335999903,678.2117132999992,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,orange,Laal,red,o,,,,,3,2,50,2,,,,,,,,,678.2117132999992,678.7100190999918,678.7265982999961,679.707250499996,679.707250499996,681.2036154999951,681.2198077999929,684.2117004999891,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,blue,Laal,yellow,b,,,,,3,3,51,3,,,,,,,,,684.2117004999891,684.7108058000013,684.7272252999974,685.7074271999882,685.7074271999882,687.2037260999932,687.2206643999962,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,blue,Nila,red,b,,,,,3,4,52,4,,,,,,,,,690.2121011999989,690.7108506999939,690.7274503999943,691.7083491999947,691.7083491999947,693.2044053999998,693.2207520999946,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,red,Blue,orange,o,,,,,3,5,53,5,,,,,,,,,696.2124171999894,696.694251199995,696.7274907999963,697.7088251999958,697.7088251999958,699.2045386999962,699.2206802000001,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,3,6,54,6,,,,,,,,,702.2124168000009,702.694773700001,702.7281473999901,703.7084644999995,703.7084644999995,705.2047476000007,705.2212365000014,,o,0,1.3007421000074828,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,orange,Blue,yellow,y,,,,,3,7,55,7,,,,,,,,,706.5346806999878,707.0331517000013,707.0495315000007,708.0305432999885,708.0305432999885,709.5260526999919,709.542601299996,712.5354801999929,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,3,8,56,8,,,,,,,,,712.5354801999929,713.0335748999933,713.0501948999881,714.0307295999955,714.0307295999955,715.5265428999992,715.5431701999914,718.5348469999881,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,3,9,57,9,,,,,,,,,718.5348469999881,719.0337940999889,719.0337940999889,720.031132499993,720.031132499993,721.5267550999997,721.543700899987,724.5357118999964,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,yellow,Kesari,blue,y,,,,,3,10,58,10,,,,,,,,,724.5357118999964,725.0341178999952,725.0506954000011,726.0316201999958,726.0316201999958,727.5270201999956,727.5437811000011,730.5358876999962,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,orange,Orange,blue,b,,,,,3,11,59,11,,,,,,,,,730.5358876999962,731.0347936999897,731.051043799991,732.0319693999918,732.0319693999918,733.5277867999976,733.5442832999979,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,red,Pila,yellow,r,,,,,3,12,60,12,,,,,,,,,736.5361634000001,737.0350513000012,737.0350513000012,738.0322460999887,738.0322460999887,739.5280612999923,739.5447249999997,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,blue,Yellow,orange,o,,,,,3,13,61,13,,,,,,,,,742.5366722999897,743.0185142999981,743.0515842999885,744.0325630000007,744.0325630000007,745.5283813999995,745.54497979999,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,3,14,62,14,,,,,,,,,748.5370765999978,749.0187636999908,749.0518430999946,750.032687599989,750.032687599989,751.5288206999976,751.5455170999921,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,orange,Yellow,blue,b,,,,,3,15,63,15,,,,,,,,,754.5370847000013,755.0189351000008,755.0521856999985,756.0329861999926,756.0329861999926,757.5288109999965,757.5453873999941,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,blue,Laal,yellow,b,,,,,,,,,0,0,0,3,,,,,760.5498462999967,761.0195940999984,761.0529502999998,762.0337381999998,762.0337381999998,763.5295002999919,763.5459832999913,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,,,,,0,1,1,8,,,,,766.5376516999968,767.0197675999952,767.0528257999977,768.0338561999961,768.0338561999961,769.5296291999985,769.5466373999952,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,orange,Blue,yellow,y,,,,,,,,,0,2,2,7,,,,,772.5382226999936,773.0205019999994,773.0534723999881,774.0342883999983,774.0342883999983,775.5304861999903,775.5469019999873,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,3,3,14,,,,,778.5383688000002,779.0206570999871,779.0540182999976,780.0347220999975,780.0347220999975,781.5300659999921,781.546981499996,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,,,,,0,4,4,9,,,,,784.5390330999944,785.0212041999912,785.0542874999956,786.034825499999,786.034825499999,787.5310513000004,787.5479086999985,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,,,,,0,5,5,8,,,,,790.5393107999989,791.0212062999926,791.054922700001,792.0186643999914,792.0186643999914,793.531141200001,793.531141200001,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,red,Pila,yellow,r,,,,,,,,,0,6,6,12,,,,,796.5399495999882,797.0219726999931,797.0549094999878,798.0189963999874,798.0189963999874,799.531659100001,799.531659100001,,r,1,0.7830936000100337,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,,,,,0,7,7,6,,,,,800.3460520999943,800.8450341999996,800.8613558999932,801.8418903999991,801.8418903999991,803.3378824999963,803.3545595999894,806.346246199988,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,8,8,14,,,,,806.346246199988,806.8453891999961,806.8615216999897,807.8422942999896,807.8422942999896,809.3385165999935,809.3547563999891,812.3467303999932,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,,,,,0,9,9,6,,,,,812.3467303999932,812.8453870999947,812.8622728999908,813.8427546999883,813.8427546999883,815.3388731999876,815.3550500999991,818.3467410999874,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,yellow,Kesari,blue,y,,,,,,,,,0,10,10,10,,,,,818.3467410999874,818.8458010999893,818.8458010999893,819.8433798999904,819.8433798999904,821.3390423999954,821.3557403000013,824.3472865999938,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,blue,Laal,yellow,b,,,,,,,,,0,11,11,3,,,,,824.3472865999938,824.8458794999897,824.8458794999897,825.8433335000009,825.8433335000009,827.3392639999947,827.3556972999941,830.3485609999916,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,orange,Orange,blue,b,,,,,,,,,0,12,12,11,,,,,830.3485609999916,830.8467851999885,830.8634278999962,831.8438219999953,831.8438219999953,833.339662399987,833.3562534999946,836.3481119999924,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,red,kesari,red,r,,,,,,,,,0,13,13,8,,,,,836.3481119999924,836.8470934999932,836.8637587999983,837.8439923999977,837.8439923999977,839.3400578000001,839.3566707999998,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,orange,Laal,red,o,,,,,,,,,0,14,14,2,,,,,842.3485932999902,842.8471056999988,842.8637526999955,843.8444019999879,843.8444019999879,845.3404994000011,845.3569208999979,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,15,15,14,,,,,848.3488305999927,848.8474857999972,848.8642142999888,849.8446912999934,849.8446912999934,851.3405617999961,851.3575767000002,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Yellow,red,Pila,yellow,r,,,,,,,,,1,0,16,12,,,,,854.3492472999933,854.8311300999922,854.8644768999948,855.8453700999962,855.8453700999962,857.3413184999954,857.3577195999969,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,orange,Blue,yellow,y,,,,,,,,,1,1,17,7,,,,,860.349587299992,860.8315961999906,860.8647128999874,861.8453187999985,861.8453187999985,863.3414668999903,863.3581248999981,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,red,Laal,orange,r,,,,,,,,,1,2,18,0,,,,,866.3498790999874,866.8318744999997,866.8650067999988,867.8459736999939,867.8459736999939,869.3418268999958,869.3583807999967,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Laal,blue,Red,yellow,y,,,,,,,,,1,3,19,1,,,,,872.3503660999995,872.8322330999945,872.8654779999924,873.8465024999896,873.8465024999896,875.3420213999925,875.3586121999979,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,blue,Nila,red,b,,,,,,,,,1,4,20,4,,,,,878.3509018999903,878.8325995999912,878.8657376999909,879.8466775999987,879.8466775999987,881.3422924999904,881.359329599989,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,red,Nila,yellow,r,,,,,,,,,1,5,21,6,,,,,884.3507000999962,884.8333649999986,884.8495844999998,885.8468433999951,885.8468433999951,887.3428628999973,887.3592566000007,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,,,,,1,6,22,9,,,,,890.3518935999891,890.8332979999977,890.8666282999911,891.8471292999893,891.8471292999893,893.343254499996,893.3597331999918,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,orange,Laal,red,o,,,,,,,,,1,7,23,2,,,,,896.3514825999882,896.8339852999925,896.8504199999879,897.8308607999934,897.8308607999934,899.3434698999918,899.3434698999918,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,orange,Orange,blue,b,,,,,,,,,1,8,24,11,,,,,902.3520583999925,902.8342858999968,902.8671585999982,903.8315473999974,903.8315473999974,905.3438811999949,905.3438811999949,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Kesari,blue,Orange,orange,o,,,,,,,,,1,9,25,9,,,,,908.3526916999981,908.8344639999996,908.8680120999925,909.8315250000014,909.8315250000014,911.3442342999915,911.3442342999915,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Red,red,Laal,orange,r,,,,,,,,,1,10,26,0,,,,,914.3525408999994,914.8349143999949,914.8679335999914,915.8322678999975,915.8322678999975,917.3447787999903,917.3447787999903,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,red,Blue,orange,o,,,,,,,,,1,11,27,5,,,,,920.3529970999953,920.8349382000015,920.8683601999946,921.8326277000015,921.8326277000015,923.3452088999911,923.3452088999911,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Orange,yellow,Kesari,blue,y,,,,,,,,,1,12,28,10,,,,,926.3539557999902,926.8356845999951,926.8687568999885,927.8328283999872,927.8328283999872,929.3456351999921,929.3456351999921,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Nila,red,Blue,orange,o,,,,,,,,,1,13,29,5,,,,,932.353521099998,932.8360781999945,932.8526864000014,933.833212499987,933.833212499987,935.3454963999975,935.3454963999975,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Pila,blue,Yellow,orange,o,,,,,,,,,1,14,30,13,,,,,938.3539776999969,938.8361619999923,938.8694209999958,939.8332359999913,939.8332359999913,941.3460015999881,941.3460015999881,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
Blue,blue,Nila,red,b,,,,,,,,,1,15,31,4,,,,,944.3543529999879,944.836658699991,944.8697917999962,945.83345559999,945.83345559999,947.3464754000015,947.3464754000015,,None,0,,829678,001,2022-10-09_14h33.30.867,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.12607234953491,
,,,,,,,,,,,,,,,,,,,,,950.3547096999973,950.8369164999895,950.8699860999914,951.833799199987,951.833799199987,953.3469330999942,953.3469330999942,,,,,,,,,,,
