word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,text_2.started,text_2.stopped,text_4.started,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,dist.stopped,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Orange,red,kesari,red,r,,,,,1,8,24,8,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,1,9,25,9,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,1,10,26,10,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,1,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,1,12,28,12,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,1,13,29,13,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,1,14,30,14,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,1,15,31,15,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,2,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,2,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,2,2,34,2,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,2,3,35,3,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,2,4,36,4,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,2,5,37,5,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,2,6,38,6,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,2,7,39,7,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,2,8,40,8,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,2,9,41,9,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,2,10,42,10,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,2,11,43,11,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,2,12,44,12,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,2,13,45,13,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,2,14,46,14,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,2,15,47,15,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,3,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,3,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,3,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,3,3,51,3,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,3,4,52,4,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,3,5,53,5,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,3,6,54,6,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,3,7,55,7,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,3,8,56,8,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,3,9,57,9,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,3,10,58,10,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,3,11,59,11,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,3,12,60,12,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,3,13,61,13,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,3,14,62,14,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,3,15,63,15,,,,,,,,,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,0,0,0,5,,,,,,,,257.80231509997975,258.2949331999989,258.31197699997574,259.2947940999875,259.2947940999875,260.7942303000018,261.2941478000139,o,1,0.005892600049264729,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,0,1,1,7,,,,,,,,261.3278848999762,261.8278085999773,261.8278085999773,262.82717720000073,262.82717720000073,264.32725370000117,264.8267812000122,y,1,0.29406919999746606,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,0,2,2,7,,,,,,,,265.14301340002567,265.6435489000287,265.6435489000287,266.6430200000177,266.6430200000177,268.1425191999879,268.6424689000123,y,1,0.2793190999655053,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,0,3,3,0,,,,,,,,268.9456614999799,269.44220819999464,269.4591157999821,270.4420305999811,270.4420305999811,271.9416877999902,272.4414589999942,r,1,0.39916019997326657,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,0,4,4,10,,,,,,,,272.86749680002686,273.3580465000123,273.3746618999867,274.3578290999867,274.3578290999867,275.8573727000039,276.35764729999937,y,1,0.06298109999625012,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,0,5,5,0,,,,,,,,276.45354890002636,276.9407166999881,276.9575146000134,277.94003870000597,277.94003870000597,279.44013659999473,279.93968529999256,r,1,0.26370890001999214,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,0,6,6,12,,,,,,,,280.2357822000049,280.7224881000002,280.73913719999837,281.7222114999895,281.7222114999895,283.22242740000365,283.7221632000292,r,1,0.26845630002208054,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,0,7,7,4,,,,,,,,284.03435480000917,284.5220286999829,284.53861009998946,285.5218850999954,285.5218850999954,287.0210759000038,287.52098630002,b,1,0.034896900004241616,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,0,8,8,5,,,,,,,,287.58822420000797,288.08745789999375,288.08745789999375,289.08712209999794,289.08712209999794,290.58731540001463,291.0870404000161,o,1,0.20118999999249354,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,0,9,9,12,,,,,,,,291.33191190002253,291.82013980002375,291.83689159998903,292.81998199998634,292.81998199998634,294.31935150001664,294.8193736000103,r,1,0.1263825999922119,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,0,10,10,9,,,,,,,,294.9835667000152,295.46908589999657,295.4861106000026,296.4690166999935,296.4690166999935,297.9686621000292,298.4681466000038,o,1,0.3032507000025362,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,0,11,11,6,,,,,,,,298.8133767999825,299.3016772000119,299.3183989999816,300.301269699994,300.301269699994,301.8013352000271,302.30093040002976,r,1,0.10927149996859953,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,0,12,12,2,,,,,,,,302.44624949997524,302.93400529999053,302.9507181000081,303.9339469000115,303.9339469000115,305.4335761999828,305.93336570000974,o,1,0.21605430002091452,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,0,13,13,14,,,,,,,,306.17849439999554,306.6666159000015,306.6835047000204,307.66627190000145,307.66627190000145,309.1662281000172,309.66611920000287,y,1,0.32381339999847114,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,0,14,14,3,,,,,,,,310.0159437999828,310.51572600001236,310.51572600001236,311.51547530002426,311.51547530002426,313.0150907000061,313.5148508999846,b,1,0.2514902999973856,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,0,15,15,9,,,,,,,,313.8183056000271,314.29784279997693,314.33163760002935,315.29785550001543,315.29785550001543,316.7973911000299,317.2969012000249,o,1,0.0075443999958224595,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,1,0,16,13,,,,,,,,317.3303511000122,317.8303971000132,317.8303971000132,318.83033959998284,318.83033959998284,320.3299127999926,320.82966170000145,o,1,0.3088618999463506,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,1,1,17,6,,,,,,,,321.1703873000224,321.66290230001323,321.6794921000255,322.662660699978,322.662660699978,324.16208699997514,324.6618093000143,r,1,0.10090159997344017,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,1,2,18,13,,,,,,,,324.7950487000053,325.2956483999733,325.2956483999733,326.2950655000168,326.2950655000168,327.7945387000218,328.29439890000504,o,1,0.27128319995244965,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,1,3,19,1,,,,,,,,328.6066157000023,329.09406400000444,329.1108088999754,330.09388649999164,330.09388649999164,331.5938335999963,332.0939398999908,y,1,0.32729180000023916,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,1,4,20,15,,,,,,,,332.4543001999846,332.943138099974,332.9599120999919,333.9430533000268,333.9430533000268,335.4425004000077,335.94218830001773,b,1,0.03486909996718168,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,1,5,21,4,,,,,,,,336.01010060001863,336.50955199997406,336.50955199997406,337.5090208000038,337.5090208000038,339.00881520000985,339.508574699983,b,1,0.33359110000310466,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,1,6,22,12,,,,,,,,339.87347109999973,340.3586463999818,340.37501570000313,341.3580580999842,341.3580580999842,342.8577001999947,343.357248299988,r,1,0.0036577999708242714,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,1,7,23,3,,,,,,,,343.39065720001236,343.89086990000214,343.89086990000214,344.8906501000165,344.8906501000165,346.39021709997905,346.88991339999484,b,1,0.33917079999810085,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,1,8,24,11,,,,,,,,347.27087990002474,347.75687969999854,347.77319859998534,348.75673810002627,348.75673810002627,350.2722056999919,350.7557998999837,b,1,0.5881371999857947,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,1,9,25,9,,,,,,,,351.37267259997316,351.8722044000169,351.8722044000169,352.87180100003025,352.87180100003025,354.3715795999742,354.87149390002014,o,1,0.31890050001675263,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,1,10,26,8,,,,,,,,355.23377930000424,355.72128749999683,355.7379772000131,356.72105460002786,356.72105460002786,358.22042379999766,358.7203572000144,r,1,0.1186083999928087,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,1,11,27,6,,,,,,,,358.8736217999831,359.37035179999657,359.38696470001014,360.37009420001414,360.37009420001414,361.8697550999932,362.3699572000187,r,1,0.3162567999679595,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,1,12,28,14,,,,,,,,362.71376630000304,363.20234690001234,363.2190855999943,364.2021616999991,364.2021616999991,365.7024169000215,366.2021593999816,y,1,0.027237199945375323,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,1,13,29,8,,,,,,,,366.2568063000217,366.7519669000176,366.7685889999848,367.7516886999947,367.7516886999947,369.25132919999305,369.75149320001947,r,1,0.280671100015752,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,1,14,30,4,,,,,,,,370.06120029999875,370.55091130000073,370.56768530001864,371.55056740000146,371.55056740000146,373.0502202999778,373.55028590001166,b,1,0.24138509994372725,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,1,15,31,10,,,,,,,,373.829382899974,374.3168352000066,374.3332706000074,375.3165211000014,375.3165211000014,376.815963800007,377.31603560002986,y,1,0.30129689996829256,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,2,0,32,0,,,,,,,,377.660469800001,378.1492051000241,378.16565969999647,379.1487816000008,379.1487816000008,380.6485169000225,381.1486538000172,r,1,0.17525299999397248,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,2,1,33,1,,,,,,,,381.35690770001383,381.8482299000025,381.8649792000069,382.84827580000274,382.84827580000274,384.3478723000153,384.84773660002975,y,1,0.2193142999894917,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,2,2,34,2,,,,,,,,385.09795859997394,385.5976699999883,385.5976699999883,386.597125899978,386.597125899978,388.09668999997666,388.59656380000524,o,1,0.0494751000078395,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,2,3,35,0,,,,,,,,388.6631560000242,389.16301560000284,389.16301560000284,390.16288150002947,390.16288150002947,391.6627657000208,392.16260450001573,r,1,0.29891750001115724,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,2,4,36,11,,,,,,,,392.4802053999738,392.97888030001195,392.99577440001303,393.9786145000253,393.9786145000253,395.4782030999777,395.97780220001005,b,1,0.08682389999739826,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,2,5,37,2,,,,,,,,396.0944606999983,396.594181500026,396.594181500026,397.5944535000017,397.5944535000017,399.09399259998463,399.59409369999776,o,1,0.03937050001695752,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,2,6,38,11,,,,,,,,399.6768852000241,400.16054680000525,400.17745640000794,401.1602722000098,401.1602722000098,402.6598271999974,403.1599126000074,b,1,0.15358570002717897,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,2,7,39,7,,,,,,,,403.35190730000613,403.842981600028,403.8598020999925,404.8426025999943,404.8426025999943,406.34251599997515,406.84231209999416,y,1,0.044047500006854534,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,2,8,40,4,,,,,,,,406.92117729998427,407.40894920000574,407.42516819998855,408.40841720002936,408.40841720002936,409.9084045999916,410.4080618000007,b,1,0.0148192000342533,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,2,9,41,2,,,,,,,,410.45548389997566,410.94149820000166,410.9578153999755,411.94089690002147,411.94089690002147,413.44035150000127,413.9406866999925,o,1,0.1150280000292696,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,2,10,42,13,,,,,,,,414.084388200019,414.57359659997746,414.59026590001304,415.5736773000099,415.5736773000099,417.0729716999922,417.57239300000947,o,1,0.059895799960941076,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,2,11,43,12,,,,,,,,417.6670211000019,418.1564087999868,418.17273260001093,419.1558290999965,419.1558290999965,420.6553633000003,421.1553449999774,r,1,0.3628898999886587,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,2,12,44,14,,,,,,,,421.5384229000192,422.03879329998745,422.03879329998745,423.03825330000836,423.03825330000836,424.5381609000033,425.0378679999849,y,1,0.02337059995625168,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,2,13,45,1,,,,,,,,425.09946280001896,425.5877520000213,425.604222199996,426.58731350000016,426.58731350000016,428.0867972000269,428.587033400021,y,1,0.31672170001547784,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,2,14,46,7,,,,,,,,428.9319211000111,429.41996209998615,429.4366265999852,430.41979650000576,430.41979650000576,431.91933160001645,432.4193430999876,y,1,0.04809479997493327,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,2,15,47,6,,,,,,,,432.49828350002645,432.9858502999996,433.0026864000247,433.9855105999741,433.9855105999741,435.48514740000246,435.9852801000234,r,1,0.06466109998291358,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,3,0,48,13,,,,,,,,436.08182650001254,436.5684937000042,436.5848940000287,437.5677622000221,437.5677622000221,439.0677741999971,439.56744569999864,o,1,0.2284916000207886,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,3,1,49,15,,,,,,,,439.81751090002945,440.31760090001626,440.31760090001626,441.31719939998584,441.31719939998584,442.81646639999235,443.3167940999847,b,1,0.009210699994582683,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,3,2,50,10,,,,,,,,443.36505389999365,443.8493996000034,443.8661779999966,444.8495225000079,444.8495225000079,446.34954299998935,446.8490070999833,y,1,0.3648418999509886,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,3,3,51,8,,,,,,,,447.23741459997837,447.73221609997563,447.7488078000024,448.73195320001105,448.73195320001105,450.23126580001554,450.73148309998214,r,1,0.3221746000344865,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,3,4,52,3,,,,,,,,451.0963344000047,451.5813939999789,451.5979497000226,452.58099440002115,452.58099440002115,454.08092119998764,454.58057250001,r,0,0.1438819000031799,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,3,5,53,14,,,,,,,,454.7592746000155,455.2470295000239,455.26402719999896,456.24681749998126,456.24681749998126,457.74626929999795,458.24652570002945,y,1,0.22973239998100325,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,3,6,54,3,,,,,,,,458.50176650000503,458.9961246000021,459.01296670001466,459.99619239999447,459.99619239999447,461.49567859998206,461.99565220001386,b,1,0.35465019999537617,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,3,7,55,11,,,,,,,,462.3913981000078,462.8785447999835,462.89518230000976,463.87824120000005,463.87824120000005,465.3778600000078,465.8772783000022,b,1,0.6942349000019021,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
